"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000439.9",1597.51611985317,0.0139832191868503,0.0359961699411239,0.388464084087879,0.69767262797418,0.999942967225476
"ENSMUSG00000000440.12",63.0683610315556,0.0849175441030325,0.155507170883408,0.546068349264096,0.585018955291887,0.999942967225476
"ENSMUSG00000000441.17",2330.71522261971,-0.0162493110352641,0.068654893879857,-0.236681030542407,0.812904252318873,0.999942967225476
"ENSMUSG00000000486.13",64.1578528236992,-0.0252213447024792,0.113178782697053,-0.222845166748166,0.82365601378144,0.999942967225476
"ENSMUSG00000000489.7",473.485870613992,-0.0402830824300603,0.165779983698943,-0.242991231699085,0.808012190013793,0.999942967225476
"ENSMUSG00000000530.16",193.365733850061,0.03493005650727,0.213138162233652,0.16388457205978,0.86982201259676,0.999942967225476
"ENSMUSG00000000531.5",1068.84375849418,0.0628809863097982,0.273423476367187,0.229976544608605,0.818109995945223,0.999942967225476
"ENSMUSG00000000532.11",4748.92437484717,-0.0540736746574716,0.0481316067796778,-1.12345459201048,0.261244475339757,0.999942967225476
"ENSMUSG00000000538.18",12445.4534524375,-0.0142775969082878,0.0496586475505116,-0.287514815899183,0.773718159181867,0.999942967225476
"ENSMUSG00000000552.10",7520.30138564576,-0.0425142652901407,0.145403535007173,-0.292388113452974,0.76998989544647,0.999942967225476
"ENSMUSG00000000555.8",101.514165224805,-0.090114602490855,0.209487860937146,-0.430166225802902,0.667074728342277,0.999942967225476
"ENSMUSG00000000560.9",3667.94687061909,0.183139558540098,0.230363295569379,0.795003206076904,0.426611637185426,0.999942967225476
"ENSMUSG00000000561.14",1761.55350193592,-0.00667211634993587,0.0426439153510302,-0.15646115735418,0.875669534066456,0.999942967225476
"ENSMUSG00000000562.5",18.3904388062897,-0.0135402534363852,0.336666972743849,-0.0402185379992329,0.967918898400391,0.999942967225476
"ENSMUSG00000000563.17",12513.7380869417,0.0342745582595439,0.078526676886314,0.436470249583647,0.66249557976942,0.999942967225476
"ENSMUSG00000000567.5",790.383071062922,0.182176995471447,0.258022579789968,0.706050593012985,0.480156675269001,0.999942967225476
"ENSMUSG00000000568.15",5668.05929757491,-0.0566396463819883,0.118140355830181,-0.479426746127327,0.631635069893762,0.999942967225476
"ENSMUSG00000000579.14",89.9222929563748,-0.0334309937937425,0.231978395847935,-0.144112531132671,0.88541160960414,0.999942967225476
"ENSMUSG00000000581.8",1625.67746262028,0.0532911123425186,0.0968879463057996,0.550028299436962,0.582299963491738,0.999942967225476
"ENSMUSG00000000594.7",3133.59780501723,0.0741085435557415,0.173778188179595,0.426454806164466,0.66977647286785,0.999942967225476
"ENSMUSG00000000600.15",464.914345284259,0.0644448916220011,0.151640744031142,0.424984010951346,0.670848330536417,0.999942967225476
"ENSMUSG00000000605.9",5272.11248642907,-0.0110453686760591,0.0760527974780673,-0.14523290453904,0.884526987276254,0.999942967225476
"ENSMUSG00000000627.15",2222.40338902572,-0.0842347400398905,0.0903714569074398,-0.932094523231659,0.351287678174079,0.999942967225476
"ENSMUSG00000000628.10",176.842513039414,0.064443210906286,0.236831341954847,0.272105923035189,0.785540575400386,0.999942967225476
"ENSMUSG00000000631.20",4737.19453296678,0.0553838092272283,0.124456911623368,0.445003885319209,0.656316946327502,0.999942967225476
"ENSMUSG00000000632.13",7167.09401319276,-0.0501188701066939,0.131382483110041,-0.381473000968602,0.7028523014579,0.999942967225476
"ENSMUSG00000000673.9",3.30153822760922,-0.18495719130736,0.385692381905662,-0.479545876414535,0.631550339631097,0.999942967225476
"ENSMUSG00000000682.7",50.5180466677851,0.0298090911496328,0.315705590238431,0.0944205363203105,0.92477510305609,0.999942967225476
"ENSMUSG00000000686.11",25.3553260682563,-0.154051631467789,0.290458135470914,-0.530374648374123,0.59585219958695,0.999942967225476
"ENSMUSG00000000690.5",53.799343600937,-0.191117611233581,0.565755388815819,-0.337809617038927,0.735506662151808,0.999942967225476
"ENSMUSG00000000693.10",77.5081628544949,0.122750363454129,0.213323548125677,0.575418722089755,0.565008145189321,0.999942967225476
"ENSMUSG00000000706.16",8.22906154999446,0.104650173824861,0.271138348429614,0.385965963247091,0.699521876722428,0.999942967225476
"ENSMUSG00000000708.14",1230.96023222766,-0.00400027751632252,0.24198635314637,-0.0165310045972009,0.986810767372709,0.999942967225476
"ENSMUSG00000000711.3",6246.22614666643,0.0338566799744569,0.0864430830258493,0.391664419978319,0.695306182580848,0.999942967225476
"ENSMUSG00000000724.10",0.602587538691991,-0.262639402029908,0.806132308646919,-0.325801855616908,0.744574274692907,0.999942967225476
"ENSMUSG00000000730.13",6.47561388704948,-0.31500097146526,0.399117662312146,-0.789243376603314,0.429969774155593,0.999942967225476
"ENSMUSG00000000731.15",1.62037443462761,0.164486040416165,0.582749466008315,0.282258586254659,0.7777452383681,0.999942967225476
"ENSMUSG00000000732.9",188.870803014712,-0.0610863624106944,0.213731150798742,-0.285809355269021,0.775024142423616,0.999942967225476
"ENSMUSG00000000738.18",2136.73405310942,-0.0456056939329552,0.0662692122656304,-0.688188260789211,0.491334235488086,0.999942967225476
"ENSMUSG00000000739.14",8.57607472034171,0.222638729451033,0.325644939532541,0.683685518867965,0.4941737696712,0.999942967225476
"ENSMUSG00000000740.12",13326.3762951835,0.139965559098872,0.133442324714809,1.04888429812658,0.294231373095597,0.999942967225476
"ENSMUSG00000000743.9",3834.38639316968,0.0215753512686631,0.0790385301499679,0.2729725771434,0.784874295574241,0.999942967225476
"ENSMUSG00000000751.13",2755.23319591218,0.0345835588591921,0.0720414636454116,0.480050752847174,0.631191304895872,0.999942967225476
"ENSMUSG00000000753.15",773.637056789972,-0.0243757089275924,0.132390019496264,-0.184120442162789,0.853918970098468,0.999942967225476
"ENSMUSG00000000759.14",692.738184261872,-0.117119418264124,0.0543054634037011,-2.15667836942059,0.0310307335096866,0.999942967225476
"ENSMUSG00000000766.18",7.59382758864661,-0.438399510871128,0.390080183294319,-1.12387024423733,0.261068076255588,0.999942967225476
"ENSMUSG00000000776.13",902.831246396599,0.00104249684021623,0.0557521079646918,0.0186987878714192,0.985081395225168,0.999942967225476
"ENSMUSG00000000782.16",77.7734492965833,0.1022686824025,0.27198185566665,0.376012885682505,0.706907316426634,0.999942967225476
"ENSMUSG00000000787.12",6187.07219210413,0.139449419657475,0.159390139961356,0.874893639539339,0.381631780187832,0.999942967225476
"ENSMUSG00000000791.9",30.7522793203928,0.144384081900134,0.269674937001123,0.535400447315326,0.592372980880184,0.999942967225476
"ENSMUSG00000000792.2",392.425056851828,0.169375927353856,0.235058150216744,0.720570323546222,0.471173918019313,0.999942967225476
"ENSMUSG00000000794.9",351.694213211094,0.000137715038539448,0.178396626542404,0.000771959880680331,0.999384065190821,0.999942967225476
"ENSMUSG00000000804.14",2611.6129003067,-0.0099261061324925,0.132475944763898,-0.0749276115764492,0.940272307440995,0.999942967225476
"ENSMUSG00000000805.18",1271.25488448892,-0.0508583949815993,0.267123451461883,-0.190392849086321,0.849001300791292,0.999942967225476
"ENSMUSG00000000811.13",220.902408591776,-0.101403504738046,0.102233894567055,-0.991877548708037,0.321257262363673,0.999942967225476
"ENSMUSG00000000817.10",3.21396131284363,-0.217559253421038,0.392333718746016,-0.554526014527645,0.57921890703783,0.999942967225476
"ENSMUSG00000000823.16",1238.65844022007,-0.0860105244977473,0.0714794989708708,-1.20328941495236,0.228864343770742,0.999942967225476
"ENSMUSG00000000826.16",14028.4123055496,-0.0808583072532342,0.0364141999717156,-2.22051582393792,0.0263837727404724,0.999942967225476
"ENSMUSG00000000827.18",2203.96967447606,-0.0120466204954261,0.0600444917748245,-0.200628236485083,0.840989277445088,0.999942967225476
"ENSMUSG00000000838.17",1145.45186765061,0.095686077079178,0.145886162251063,0.655895498261903,0.511891364913411,0.999942967225476
"ENSMUSG00000000861.15",2342.72548115946,0.0476630278353963,0.20803032586412,0.229115767796896,0.81877893847393,0.999942967225476
"ENSMUSG00000000876.11",616.417195901851,0.0368569190460222,0.123596053309518,0.298204659931353,0.765546965397944,0.999942967225476
"ENSMUSG00000000881.12",4293.74235898937,-0.0267925632159455,0.0808463167045115,-0.331401160969036,0.740341488070138,0.999942967225476
"ENSMUSG00000000884.17",209.972943791983,0.0494221322197542,0.0621561343059089,0.795128795760001,0.426538585750292,0.999942967225476
"ENSMUSG00000000889.8",51.7228087558445,-0.0808400680964585,0.424998123963827,-0.190212764570554,0.849142409043172,0.999942967225476
"ENSMUSG00000000901.17",59.5956693149353,-0.0488803839927586,0.159614465154477,-0.306240314406664,0.759421679480947,0.999942967225476
"ENSMUSG00000000902.13",3425.68802620261,0.0172171371712616,0.0746210005533304,0.230727771586992,0.817526296963499,0.999942967225476
"ENSMUSG00000000903.3",1.69515757460778,-0.365885059031895,0.43909687954251,-0.833267272163508,0.40469400980907,0.999942967225476
"ENSMUSG00000000915.15",3024.25234032059,-0.0561698861698571,0.0677416997481229,-0.829177395588063,0.407004033869443,0.999942967225476
"ENSMUSG00000000916.15",311.193913112229,0.00939739261232098,0.0781796671012718,0.120202515062489,0.904322725491531,0.999942967225476
"ENSMUSG00000000934.9",618.731356026857,0.0851084688475794,0.110738715814081,0.768552066203004,0.442159270499656,0.999942967225476
"ENSMUSG00000000942.10",45.2812046364443,-0.164892699856226,0.427509484051703,-0.385705360951207,0.699714892037897,0.999942967225476
"ENSMUSG00000000948.16",118.393409473703,0.00657946513177622,0.15848395301988,0.0415150241169901,0.966885315666581,0.999942967225476
"ENSMUSG00000000957.11",435.165835451006,-0.119669390244205,0.179605844958349,-0.666288952188367,0.505226425747544,0.999942967225476
"ENSMUSG00000000958.10",35.2261594633665,0.19769989939298,0.275840104955593,0.716719200149694,0.473547376340322,0.999942967225476
"ENSMUSG00000000959.7",2216.55355570922,0.00502116659600344,0.060149134750511,0.0834786172208534,0.93347097902489,0.999942967225476
"ENSMUSG00000000976.13",421.828865962129,-0.0702447559911208,0.0791058258933282,-0.887984610461482,0.374549029560282,0.999942967225476
"ENSMUSG00000000982.5",3.65263342619689,0.232036705146179,0.356277928368998,0.651280044790925,0.514865727545512,0.999942967225476
"ENSMUSG00000000983.13",14.0419806246994,0.258264829996995,0.356906525568759,0.723620364142766,0.46929883577907,0.999942967225476
"ENSMUSG00000001014.6",28.0842153232607,-0.195259234115903,0.334343201880047,-0.584008387243826,0.559214669183616,0.999942967225476
"ENSMUSG00000001016.12",4156.28670693552,-0.00453313794058433,0.0710622197803081,-0.063791110868739,0.949136556343088,0.999942967225476
"ENSMUSG00000001017.15",5881.39590994918,0.0292526960331601,0.0579721815775829,0.504598847880372,0.61384061921668,0.999942967225476
"ENSMUSG00000001018.15",1752.59833564285,0.0321860320355747,0.0607354506028204,0.52993814512146,0.596154817672298,0.999942967225476
"ENSMUSG00000001020.8",30.4279141486686,0.29480361466266,0.382874964568937,0.769973599591625,0.441315553289781,0.999942967225476
"ENSMUSG00000001021.13",14.9411408705178,0.0931565339424508,0.305140135721716,0.305290989407596,0.760144537988488,0.999942967225476
"ENSMUSG00000001023.10",10.5121444290256,1.28912690550187,0.903054988845266,1.42751761678464,0.153430750972392,0.999942967225476
"ENSMUSG00000001025.8",466.597319834127,-0.00743495288492375,0.271507295419294,-0.0273839893452653,0.978153468112355,0.999942967225476
"ENSMUSG00000001027.7",0.936428872428276,-1.93579571596242,0.559956765089824,-3.45704496605536,0.000546133711547104,0.431884961475031
"ENSMUSG00000001029.15",32.0210623999446,0.161924298778285,0.306788069333244,0.527805071201768,0.597634637017094,0.999942967225476
"ENSMUSG00000001034.17",435.3328667087,-0.0604345619226521,0.1303299771096,-0.463704231850129,0.642859664842355,0.999942967225476
"ENSMUSG00000001036.17",3736.14738282317,0.00546790322642608,0.133812387882364,0.0408624590963355,0.967405545736651,0.999942967225476
"ENSMUSG00000001039.12",538.149016523368,0.0855602437757,0.0708890972680941,1.20695913861227,0.227447880653328,0.999942967225476
"ENSMUSG00000001052.15",1316.0922328338,-0.078254253752995,0.051607281436042,-1.5163413296625,0.129433066120394,0.999942967225476
"ENSMUSG00000001053.15",774.906201851233,0.048040466469355,0.115654455201294,0.415379298495173,0.677864258794996,0.999942967225476
"ENSMUSG00000001054.9",1462.68414374016,-0.0327062328762176,0.0844938985431305,-0.387083960382329,0.698694051604938,0.999942967225476
"ENSMUSG00000001056.3",1668.99741393955,0.0583487148946229,0.117251953869421,0.497635331174126,0.618741096407231,0.999942967225476
"ENSMUSG00000001062.18",1517.60066106567,-0.0228963123345993,0.0575055807445737,-0.398158092451921,0.690513654997666,0.999942967225476
"ENSMUSG00000001065.15",276.817760170098,-0.0579070055099831,0.115701693934751,-0.500485373555888,0.616733352534017,0.999942967225476
"ENSMUSG00000001076.7",65.768373523598,-0.053812502194337,0.290133762265219,-0.185474802291867,0.852856642226032,0.999942967225476
"ENSMUSG00000001082.12",306.913747251686,-0.123578667396633,0.0805549153479385,-1.53409220111353,0.1250069716783,0.999942967225476
"ENSMUSG00000001089.14",3458.42761533385,-0.106187502992647,0.0762826795548055,-1.39202638937659,0.163914406924011,0.999942967225476
"ENSMUSG00000001098.15",2011.43177933234,0.00768690765414655,0.0643834972109784,0.119392514963226,0.904964391073954,0.999942967225476
"ENSMUSG00000001100.10",4665.10714843224,0.0262147468508864,0.0633735097074611,0.413654648005081,0.679127045310856,0.999942967225476
"ENSMUSG00000001103.7",213.009890218372,-0.199001621038617,0.34399155443784,-0.578507287377536,0.562921678819971,0.999942967225476
"ENSMUSG00000001105.15",1686.02636729205,0.00369748240515652,0.0833781952362352,0.044345915555985,0.964628672330691,0.999942967225476
"ENSMUSG00000001119.7",223.587191196874,-0.00983629970565035,0.199972967534992,-0.0491881469125529,0.960769357226854,0.999942967225476
"ENSMUSG00000001120.15",3269.88304767175,-0.0375869248383931,0.0919094088857821,-0.40895622433067,0.682571786814031,0.999942967225476
"ENSMUSG00000001123.15",106.479099225751,0.062984280874881,0.237713571531552,0.264958708369416,0.791041271202319,0.999942967225476
"ENSMUSG00000001127.12",7010.58058542326,0.0205968871554001,0.0752773303644486,0.273613411310976,0.784381726444511,0.999942967225476
"ENSMUSG00000001128.7",38.8912881852093,0.174372663862164,0.217284672039672,0.802507890802012,0.422259225767928,0.999942967225476
"ENSMUSG00000001131.11",8.9842809852404,0.211119789381682,0.362414035599466,0.582537563790736,0.560204647065159,0.999942967225476
"ENSMUSG00000001134.9",232.510598810677,-0.0953258741733728,0.103336277911942,-0.92248217276226,0.356277124997238,0.999942967225476
"ENSMUSG00000001138.13",1310.69367458375,-0.101086894664715,0.0886316909478244,-1.14052765533068,0.254066537807536,0.999942967225476
"ENSMUSG00000001143.13",1345.1098304474,-0.0833402905672475,0.0580419476287272,-1.4358630950902,0.151041301655899,0.999942967225476
"ENSMUSG00000001150.7",954.17035816547,-0.141276729165597,0.111032989938725,-1.27238516447735,0.203236302562331,0.999942967225476
"ENSMUSG00000001151.10",1006.45236659172,-0.137611626639214,0.122372097141264,-1.12453434936526,0.260786406948681,0.999942967225476
"ENSMUSG00000001155.13",2.32194258884695,-0.199319183766869,0.470090354586961,-0.424001857987488,0.671564458271926,0.999942967225476
"ENSMUSG00000001156.9",724.809189572495,0.0248628844630824,0.0777401059520158,0.319820563126435,0.74910435856314,0.999942967225476
"ENSMUSG00000001157.13",621.769259126406,0.0588751867594603,0.0939575686645075,0.626614626115804,0.530911878538533,0.999942967225476
"ENSMUSG00000001158.13",1708.80057336802,0.0289830479877629,0.0982390928618128,0.295025606848097,0.767974318425356,0.999942967225476
"ENSMUSG00000001166.17",67.7046966964784,-0.0686732294754198,0.14930817081034,-0.459942875883548,0.64555722362095,0.999942967225476
"ENSMUSG00000001173.15",1400.21316420186,-0.0235057184787609,0.109069572768638,-0.215511236379573,0.829368752517212,0.999942967225476
"ENSMUSG00000001175.16",98727.2921589623,0.00222999185573615,0.0752217684007209,0.0296455654147421,0.976349725321659,0.999942967225476
"ENSMUSG00000001211.15",10506.5779502091,-0.049544625920535,0.0883455002600587,-0.560805312943983,0.574930264422355,0.999942967225476
"ENSMUSG00000001225.12",1.60776251283816,-0.22686219013406,0.458171023559338,-0.4951473979556,0.620496078393582,0.999942967225476
"ENSMUSG00000001227.12",5123.96257273633,0.0129744174992569,0.0801199481285234,0.161937417613454,0.87135513669214,0.999942967225476
"ENSMUSG00000001228.14",12.8103359621009,0.139636169688447,0.242619850916525,0.575534809542395,0.564929655623057,0.999942967225476
"ENSMUSG00000001229.9",1865.30473910271,-0.0822800078013342,0.076037547352522,-1.08209707790641,0.279209394101849,0.999942967225476
"ENSMUSG00000001240.13",345.747988597152,0.1552399274849,0.223133389730695,0.695727016347769,0.486599803072429,0.999942967225476
"ENSMUSG00000001247.16",87.9466745619941,-0.0148812495753667,0.263564170420395,-0.0564615803112788,0.954974101147036,0.999942967225476
"ENSMUSG00000001248.15",2304.70361537485,0.00130990629309274,0.0670110609011405,0.01954761311756,0.984404254512192,0.999942967225476
"ENSMUSG00000001249.14",19.1323095064923,0.0690068576724304,0.233708623557003,0.295268769385393,0.767788571930855,0.999942967225476
"ENSMUSG00000001260.10",473.955307897385,0.172550977861177,0.191998974784454,0.898707808491637,0.368808316726267,0.999942967225476
"ENSMUSG00000001270.9",109731.608444431,0.0204002031482259,0.118700377990084,0.171863000722122,0.863545234867819,0.999942967225476
"ENSMUSG00000001280.13",405.708237843756,-0.000862472887141761,0.141644799252306,-0.00608898379393002,0.995141723860547,0.999942967225476
"ENSMUSG00000001281.10",84.9540774166939,-0.0521205433871726,0.243830907265682,-0.213756918561523,0.830736622407324,0.999942967225476
"ENSMUSG00000001285.12",1223.3655497936,0.0614916477221257,0.0715370991289362,0.859577037241825,0.39002223741422,0.999942967225476
"ENSMUSG00000001288.15",261.694187357784,-0.0233103342689869,0.127617895918901,-0.182657252739852,0.855066958753893,0.999942967225476
